id,gender,age,age_group,directory,file,masked,label
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,mask5.jpg,0,4
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,incorrect_mask.jpg,1,10
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,mask1.jpg,0,4
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,mask2.jpg,0,4
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,mask4.jpg,0,4
000006,1,59,1,../input/data/train/images/000006_female_Asian_59,mask3.jpg,0,4
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,mask5.jpg,0,4
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,incorrect_mask.jpg,1,10
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,normal.jpg,2,16
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,mask2.jpg,0,4
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,mask4.jpg,0,4
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,mask1.jpg,0,4
000007,1,58,1,../input/data/train/images/000007_female_Asian_58,mask3.jpg,0,4
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,mask4.jpg,0,4
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,normal.jpg,2,16
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,mask5.jpg,0,4
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,incorrect_mask.jpg,1,10
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,mask2.jpg,0,4
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,mask1.jpg,0,4
000008,1,58,1,../input/data/train/images/000008_female_Asian_58,mask3.jpg,0,4
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,mask3.jpg,0,4
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,mask4.jpg,0,4
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,normal.jpg,2,16
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,mask1.jpg,0,4
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,mask5.jpg,0,4
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,incorrect_mask.jpg,1,10
000009,1,56,1,../input/data/train/images/000009_female_Asian_56,mask2.jpg,0,4
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,mask5.jpg,0,4
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,mask4.jpg,0,4
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,mask3.jpg,0,4
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,incorrect_mask.jpg,1,10
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,normal.jpg,2,16
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,mask2.jpg,0,4
000010,1,58,1,../input/data/train/images/000010_female_Asian_58,mask1.jpg,0,4
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,mask5.jpg,0,1
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,mask3.jpg,0,1
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,mask1.jpg,0,1
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,incorrect_mask.jpg,1,7
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,mask4.jpg,0,1
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,mask2.jpg,0,1
000012,0,57,1,../input/data/train/images/000012_male_Asian_57,normal.jpg,2,13
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,mask1.jpg,0,4
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,mask5.jpg,0,4
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,mask2.jpg,0,4
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,normal.jpg,2,16
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,mask3.jpg,0,4
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,mask4.jpg,0,4
000014,1,58,1,../input/data/train/images/000014_female_Asian_58,incorrect_mask.jpg,1,10
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,mask5.jpg,0,1
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,mask4.jpg,0,1
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,normal.jpg,2,13
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,mask3.jpg,0,1
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,mask1.jpg,0,1
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,incorrect_mask.jpg,1,7
000015,0,55,1,../input/data/train/images/000015_male_Asian_55,mask2.jpg,0,1
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,normal.jpg,2,16
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,mask4.jpg,0,4
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,mask2.jpg,0,4
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,mask1.jpg,0,4
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,incorrect_mask.jpg,1,10
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,mask5.jpg,0,4
000016,1,58,1,../input/data/train/images/000016_female_Asian_58,mask3.jpg,0,4
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,mask5.jpg,0,4
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,mask4.jpg,0,4
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,incorrect_mask.jpg,1,10
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,mask3.jpg,0,4
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,normal.jpg,2,16
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,mask1.jpg,0,4
000018,1,59,1,../input/data/train/images/000018_female_Asian_59,mask2.jpg,0,4
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,normal.jpg,2,16
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,mask5.jpg,0,4
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,incorrect_mask.jpg,1,10
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,mask3.jpg,0,4
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,mask4.jpg,0,4
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,mask1.jpg,0,4
000019,1,57,1,../input/data/train/images/000019_female_Asian_57,mask2.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,mask2.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,mask3.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,incorrect_mask.jpg,1,10
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,mask5.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,mask1.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,mask4.jpg,0,4
000020,1,50,1,../input/data/train/images/000020_female_Asian_50,normal.jpg,2,16
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,normal.jpg,2,16
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,mask4.jpg,0,4
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,incorrect_mask.jpg,1,10
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,mask5.jpg,0,4
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,mask2.jpg,0,4
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,mask1.jpg,0,4
000021,1,54,1,../input/data/train/images/000021_female_Asian_54,mask3.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,normal.jpg,2,16
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,mask5.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,mask2.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,mask3.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,mask1.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,mask4.jpg,0,4
000022,1,58,1,../input/data/train/images/000022_female_Asian_58,incorrect_mask.jpg,1,10
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,normal.jpg,2,16
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,mask1.jpg,0,4
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,mask5.jpg,0,4
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,mask3.jpg,0,4
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,mask4.jpg,0,4
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,mask2.jpg,0,4
000023,1,55,1,../input/data/train/images/000023_female_Asian_55,incorrect_mask.jpg,1,10
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,mask2.jpg,0,4
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,normal.jpg,2,16
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,incorrect_mask.jpg,1,10
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,mask3.jpg,0,4
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,mask5.jpg,0,4
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,mask1.jpg,0,4
000024,1,58,1,../input/data/train/images/000024_female_Asian_58,mask4.jpg,0,4
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,mask4.jpg,0,4
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,mask5.jpg,0,4
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,normal.jpg,2,16
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,mask3.jpg,0,4
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,mask1.jpg,0,4
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,incorrect_mask.jpg,1,10
000025,1,49,1,../input/data/train/images/000025_female_Asian_49,mask2.jpg,0,4
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,mask4.jpg,0,4
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,mask2.jpg,0,4
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,incorrect_mask.jpg,1,10
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,mask3.jpg,0,4
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,normal.jpg,2,16
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,mask5.jpg,0,4
000026,1,56,1,../input/data/train/images/000026_female_Asian_56,mask1.jpg,0,4
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,mask5.jpg,0,4
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,mask1.jpg,0,4
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,incorrect_mask.jpg,1,10
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,normal.jpg,2,16
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,mask3.jpg,0,4
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,mask2.jpg,0,4
000028,1,58,1,../input/data/train/images/000028_female_Asian_58,mask4.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,mask1.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,mask2.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,mask4.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,mask3.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,mask5.jpg,0,4
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,incorrect_mask.jpg,1,10
000029,1,58,1,../input/data/train/images/000029_female_Asian_58,normal.jpg,2,16
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,mask3.jpg,0,4
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,incorrect_mask.jpg,1,10
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,mask2.jpg,0,4
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,normal.jpg,2,16
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,mask4.jpg,0,4
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,mask1.jpg,0,4
000030,1,55,1,../input/data/train/images/000030_female_Asian_55,mask5.jpg,0,4
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,mask5.jpg,0,4
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,mask2.jpg,0,4
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,mask3.jpg,0,4
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,mask1.jpg,0,4
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,normal.jpg,2,16
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,incorrect_mask.jpg,1,10
000031,1,54,1,../input/data/train/images/000031_female_Asian_54,mask4.jpg,0,4
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,mask4.jpg,0,1
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,mask3.jpg,0,1
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,incorrect_mask.jpg,1,7
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,mask1.jpg,0,1
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,mask5.jpg,0,1
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,normal.jpg,2,13
000033,0,57,1,../input/data/train/images/000033_male_Asian_57,mask2.jpg,0,1
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,mask2.jpg,0,4
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,incorrect_mask.jpg,1,10
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,mask4.jpg,0,4
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,mask1.jpg,0,4
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,normal.jpg,2,16
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,mask5.jpg,0,4
000034,1,55,1,../input/data/train/images/000034_female_Asian_55,mask3.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,mask1.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,incorrect_mask.jpg,1,10
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,mask5.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,mask3.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,mask2.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,mask4.jpg,0,4
000036,1,58,1,../input/data/train/images/000036_female_Asian_58,normal.jpg,2,16
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,incorrect_mask.jpg,1,10
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,mask4.jpg,0,4
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,mask2.jpg,0,4
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,mask3.jpg,0,4
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,mask5.jpg,0,4
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,normal.jpg,2,16
000037,1,58,1,../input/data/train/images/000037_female_Asian_58,mask1.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,incorrect_mask.jpg,1,10
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,mask5.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,mask1.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,mask2.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,mask3.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,mask4.jpg,0,4
000038,1,58,1,../input/data/train/images/000038_female_Asian_58,normal.jpg,2,16
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,mask1.jpg,0,4
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,mask5.jpg,0,4
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,normal.jpg,2,16
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,incorrect_mask.jpg,1,10
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,mask3.jpg,0,4
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,mask4.jpg,0,4
000039,1,57,1,../input/data/train/images/000039_female_Asian_57,mask2.jpg,0,4
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,mask3.jpg,0,4
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,mask5.jpg,0,4
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,mask4.jpg,0,4
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,mask1.jpg,0,4
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,normal.jpg,2,16
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,incorrect_mask.jpg,1,10
000040,1,57,1,../input/data/train/images/000040_female_Asian_57,mask2.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,mask3.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,mask1.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,mask5.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,normal.jpg,2,16
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,mask4.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,mask2.jpg,0,4
000041,1,58,1,../input/data/train/images/000041_female_Asian_58,incorrect_mask.jpg,1,10
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,mask4.jpg,0,1
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,normal.jpg,2,13
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,mask3.jpg,0,1
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,mask1.jpg,0,1
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,mask5.jpg,0,1
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,mask2.jpg,0,1
000043,0,56,1,../input/data/train/images/000043_male_Asian_56,incorrect_mask.jpg,1,7
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,mask3.jpg,0,4
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,mask2.jpg,0,4
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,mask5.jpg,0,4
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,mask4.jpg,0,4
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,incorrect_mask.jpg,1,10
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,mask1.jpg,0,4
000044,1,58,1,../input/data/train/images/000044_female_Asian_58,normal.jpg,2,16
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,normal.jpg,2,16
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,mask4.jpg,0,4
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,mask1.jpg,0,4
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,incorrect_mask.jpg,1,10
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,mask2.jpg,0,4
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,mask5.jpg,0,4
000045,1,56,1,../input/data/train/images/000045_female_Asian_56,mask3.jpg,0,4
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,mask4.jpg,0,1
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,mask5.jpg,0,1
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,incorrect_mask.jpg,1,7
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,mask2.jpg,0,1
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,normal.jpg,2,13
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,mask3.jpg,0,1
000046,0,55,1,../input/data/train/images/000046_male_Asian_55,mask1.jpg,0,1
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,mask1.jpg,0,1
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,mask5.jpg,0,1
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,incorrect_mask.jpg,1,7
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,mask4.jpg,0,1
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,mask3.jpg,0,1
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,normal.jpg,2,13
000047,0,58,1,../input/data/train/images/000047_male_Asian_58,mask2.jpg,0,1
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,mask2.jpg,0,4
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,incorrect_mask.jpg,1,10
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,mask5.jpg,0,4
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,mask1.jpg,0,4
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,mask4.jpg,0,4
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,normal.jpg,2,16
000048,1,57,1,../input/data/train/images/000048_female_Asian_57,mask3.jpg,0,4
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,normal.jpg,2,16
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,mask2.jpg,0,4
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,mask1.jpg,0,4
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,mask4.jpg,0,4
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,incorrect_mask.jpg,1,10
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,mask3.jpg,0,4
000062,1,55,1,../input/data/train/images/000062_female_Asian_55,mask5.jpg,0,4
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,mask5.jpg,0,1
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,mask1.jpg,0,1
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,normal.jpg,2,13
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,mask3.jpg,0,1
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,mask2.jpg,0,1
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,incorrect_mask.jpg,1,7
000064,0,59,1,../input/data/train/images/000064_male_Asian_59,mask4.jpg,0,1
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,mask2.jpg,0,4
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,mask4.jpg,0,4
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,mask5.jpg,0,4
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,incorrect_mask.jpg,1,10
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,normal.jpg,2,16
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,mask1.jpg,0,4
000066,1,53,1,../input/data/train/images/000066_female_Asian_53,mask3.jpg,0,4
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,mask4.jpg,0,4
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,mask1.jpg,0,4
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,incorrect_mask.jpg,1,10
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,mask3.jpg,0,4
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,mask2.jpg,0,4
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,normal.jpg,2,16
000067,1,54,1,../input/data/train/images/000067_female_Asian_54,mask5.jpg,0,4
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,mask2.jpg,0,4
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,mask1.jpg,0,4
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,mask3.jpg,0,4
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,incorrect_mask.jpg,1,10
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,normal.jpg,2,16
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,mask5.jpg,0,4
000069,1,54,1,../input/data/train/images/000069_female_Asian_54,mask4.jpg,0,4
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,mask4.jpg,0,4
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,mask2.jpg,0,4
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,mask5.jpg,0,4
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,normal.jpg,2,16
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,mask3.jpg,0,4
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,incorrect_mask.jpg,1,10
000070,1,58,1,../input/data/train/images/000070_female_Asian_58,mask1.jpg,0,4
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,mask1.jpg,0,4
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,mask2.jpg,0,4
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,normal.jpg,2,16
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,mask3.jpg,0,4
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,incorrect_mask.jpg,1,10
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,mask5.jpg,0,4
000071,1,56,1,../input/data/train/images/000071_female_Asian_56,mask4.jpg,0,4
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,mask3.jpg,0,4
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,mask4.jpg,0,4
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,mask1.jpg,0,4
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,normal.jpg,2,16
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,mask2.jpg,0,4
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,incorrect_mask.jpg,1,10
000073,1,52,1,../input/data/train/images/000073_female_Asian_52,mask5.jpg,0,4
